handler,itemName,nbtInfo,modId,modRequired,excludedModId,priority,minVersion,maxVersion,forceClassName,itemNotes
blusunrize.immersiveengineering.client.nei.NEIShaderBagHandler,ImmersiveEngineering:shaderBag,,ImmersiveEngineering,TRUE,,,,,,
blusunrize.immersiveengineering.client.nei.NEIBlueprintHandler,ImmersiveEngineering:woodenDevice:5,,ImmersiveEngineering,TRUE,,,,,,
blusunrize.immersiveengineering.client.nei.NEICokeOvenHandler,ImmersiveEngineering:stoneDecoration:1,,ImmersiveEngineering,TRUE,,,,,,
blusunrize.immersiveengineering.client.nei.NEIBlastFurnaceHandler,ImmersiveEngineering:stoneDecoration:2,,ImmersiveEngineering,TRUE,,,,,,
blusunrize.immersiveengineering.client.nei.NEIBlastFurnaceHandler,ImmersiveEngineering:stoneDecoration:6,,ImmersiveEngineering,TRUE,,,,,,
blusunrize.immersiveengineering.client.nei.NEISqueezerHandler,ImmersiveEngineering:metalMultiblock:2,,ImmersiveEngineering,TRUE,,,,,,
blusunrize.immersiveengineering.client.nei.NEIFermenterHandler,ImmersiveEngineering:metalMultiblock:3,,ImmersiveEngineering,TRUE,,,,,,
blusunrize.immersiveengineering.client.nei.NEIRefineryHandler,ImmersiveEngineering:metalMultiblock:4,,ImmersiveEngineering,TRUE,,,,,,
blusunrize.immersiveengineering.client.nei.NEIMetalPressHandler,ImmersiveEngineering:metalMultiblock:13,,ImmersiveEngineering,TRUE,,,,,,
blusunrize.immersiveengineering.client.nei.NEICrusherHandler,ImmersiveEngineering:metalMultiblock:5,,ImmersiveEngineering,TRUE,,,,,,
zmaster587.advancedRocketry.integration.nei.CrystallizerNEI,advancedRocketry:crystallizer,,advancedRocketry,TRUE,,,,,,
zmaster587.advancedRocketry.integration.nei.PrecisionAssemberNEI,advancedRocketry:precisionassemblingmachine,,advancedRocketry,TRUE,,,,,,
zmaster587.advancedRocketry.integration.nei.CuttingMachineNEI,advancedRocketry:tile.cuttingMachine,,advancedRocketry,TRUE,,,,,,
zmaster587.advancedRocketry.integration.nei.BlastFurnaceNEI,advancedRocketry:tile.electricArcFurnace,,advancedRocketry,TRUE,,,,,,
zmaster587.advancedRocketry.integration.nei.ElectrolyserNEI,advancedRocketry:tile.electrolyser,,advancedRocketry,TRUE,,,,,,
zmaster587.advancedRocketry.integration.nei.LatheNEI,advancedRocketry:tile.lathe,,advancedRocketry,TRUE,,,,,,
zmaster587.advancedRocketry.integration.nei.ChemicalReactorNEI,advancedRocketry:tile.chemreactor,,advancedRocketry,TRUE,,,,,,
zmaster587.advancedRocketry.integration.nei.PlatePresserNEI,advancedRocketry:tile.blockHandPress,,advancedRocketry,TRUE,,,,,,
zmaster587.advancedRocketry.integration.nei.RollingMachineNEI,advancedRocketry:tile.rollingMachine,,advancedRocketry,TRUE,,,,,,
net.dries007.tfcnei.recipeHandlers.AnvilRecipeHandler,terrafirmacraftplus:Anvil:1,,terrafirmacraftplus,TRUE,,,,,,
net.dries007.tfcnei.recipeHandlers.AnvilRecipeHandler,terrafirmacraftplus:Anvil:2,,terrafirmacraftplus,TRUE,,,,,,
net.dries007.tfcnei.recipeHandlers.AnvilRecipeHandler,terrafirmacraftplus:Anvil:3,,terrafirmacraftplus,TRUE,,,,,,
net.dries007.tfcnei.recipeHandlers.AnvilRecipeHandler,terrafirmacraftplus:Anvil:4,,terrafirmacraftplus,TRUE,,,,,,
net.dries007.tfcnei.recipeHandlers.AnvilRecipeHandler,terrafirmacraftplus:Anvil:5,,terrafirmacraftplus,TRUE,,,,,,
net.dries007.tfcnei.recipeHandlers.AnvilRecipeHandler,terrafirmacraftplus:Anvil:6,,terrafirmacraftplus,TRUE,,,,,,
net.dries007.tfcnei.recipeHandlers.AnvilRecipeHandler,terrafirmacraftplus:Anvil:7,,terrafirmacraftplus,TRUE,,,,,,
net.dries007.tfcnei.recipeHandlers.AnvilRecipeHandler,terrafirmacraftplus:Anvil2,,terrafirmacraftplus,TRUE,,,,,,
net.dries007.tfcnei.recipeHandlers.AnvilRecipeHandler,terrafirmacraftplus:Anvil2:1,,terrafirmacraftplus,TRUE,,,,,,
net.dries007.tfcnei.recipeHandlers.AnvilRecipeHandler,terrafirmacraftplus:Anvil2:2,,terrafirmacraftplus,TRUE,,,,,,
net.dries007.tfcnei.recipeHandlers.QuernRecipeHandler,terrafirmacraftplus:item.Quern,,terrafirmacraftplus,TRUE,,,,,,
net.dries007.tfcnei.recipeHandlers.QuernRecipeHandler,terrafirmacraftplus:Quern,,terrafirmacraftplus,TRUE,,,,,,
net.dries007.tfcnei.recipeHandlers.KilnRecipeHandler,,,terrafirmacraftplus,TRUE,,,,,,
net.dries007.tfcnei.recipeHandlers.LoomRecipeHandler,terrafirmacraftplus:Loom,,terrafirmacraftplus,TRUE,,,,,,
net.dries007.tfcnei.recipeHandlers.LoomRecipeHandler,terrafirmacraftplus:Loom:1,,terrafirmacraftplus,TRUE,,,,,,
net.dries007.tfcnei.recipeHandlers.LoomRecipeHandler,terrafirmacraftplus:Loom:2,,terrafirmacraftplus,TRUE,,,,,,
net.dries007.tfcnei.recipeHandlers.LoomRecipeHandler,terrafirmacraftplus:Loom:3,,terrafirmacraftplus,TRUE,,,,,,
net.dries007.tfcnei.recipeHandlers.LoomRecipeHandler,terrafirmacraftplus:Loom:4,,terrafirmacraftplus,TRUE,,,,,,
net.dries007.tfcnei.recipeHandlers.LoomRecipeHandler,terrafirmacraftplus:Loom:5,,terrafirmacraftplus,TRUE,,,,,,
net.dries007.tfcnei.recipeHandlers.LoomRecipeHandler,terrafirmacraftplus:Loom:6,,terrafirmacraftplus,TRUE,,,,,,
net.dries007.tfcnei.recipeHandlers.LoomRecipeHandler,terrafirmacraftplus:Loom:7,,terrafirmacraftplus,TRUE,,,,,,
net.dries007.tfcnei.recipeHandlers.LoomRecipeHandler,terrafirmacraftplus:Loom:8,,terrafirmacraftplus,TRUE,,,,,,
net.dries007.tfcnei.recipeHandlers.LoomRecipeHandler,terrafirmacraftplus:Loom:9,,terrafirmacraftplus,TRUE,,,,,,
net.dries007.tfcnei.recipeHandlers.LoomRecipeHandler,terrafirmacraftplus:Loom:10,,terrafirmacraftplus,TRUE,,,,,,
net.dries007.tfcnei.recipeHandlers.LoomRecipeHandler,terrafirmacraftplus:Loom:11,,terrafirmacraftplus,TRUE,,,,,,
net.dries007.tfcnei.recipeHandlers.LoomRecipeHandler,terrafirmacraftplus:Loom:12,,terrafirmacraftplus,TRUE,,,,,,
net.dries007.tfcnei.recipeHandlers.LoomRecipeHandler,terrafirmacraftplus:Loom:13,,terrafirmacraftplus,TRUE,,,,,,
net.dries007.tfcnei.recipeHandlers.LoomRecipeHandler,terrafirmacraftplus:Loom:14,,terrafirmacraftplus,TRUE,,,,,,
net.dries007.tfcnei.recipeHandlers.LoomRecipeHandler,terrafirmacraftplus:Loom:15,,terrafirmacraftplus,TRUE,,,,,,
net.dries007.tfcnei.recipeHandlers.LoomRecipeHandler,terrafirmacraftplus:Loom:16,,terrafirmacraftplus,TRUE,,,,,,
net.dries007.tfcnei.recipeHandlers.LoomRecipeHandler,terrafirmacraftplus:Loom:17,,terrafirmacraftplus,TRUE,,,,,,
net.dries007.tfcnei.recipeHandlers.LoomRecipeHandler,terrafirmacraftplus:Loom:18,,terrafirmacraftplus,TRUE,,,,,,
net.dries007.tfcnei.recipeHandlers.LoomRecipeHandler,terrafirmacraftplus:Loom:19,,terrafirmacraftplus,TRUE,,,,,,
net.dries007.tfcnei.recipeHandlers.LoomRecipeHandler,terrafirmacraftplus:Loom:20,,terrafirmacraftplus,TRUE,,,,,,
net.dries007.tfcnei.recipeHandlers.LoomRecipeHandler,terrafirmacraftplus:Loom:21,,terrafirmacraftplus,TRUE,,,,,,
net.dries007.tfcnei.recipeHandlers.LoomRecipeHandler,terrafirmacraftplus:Loom:22,,terrafirmacraftplus,TRUE,,,,,,
net.dries007.tfcnei.recipeHandlers.LoomRecipeHandler,terrafirmacraftplus:Loom:23,,terrafirmacraftplus,TRUE,,,,,,
net.dries007.tfcnei.recipeHandlers.LoomRecipeHandler,terrafirmacraftplus:Loom:24,,terrafirmacraftplus,TRUE,,,,,,
net.dries007.tfcnei.recipeHandlers.LoomRecipeHandler,terrafirmacraftplus:Loom:25,,terrafirmacraftplus,TRUE,,,,,,
net.dries007.tfcnei.recipeHandlers.LoomRecipeHandler,terrafirmacraftplus:Loom:26,,terrafirmacraftplus,TRUE,,,,,,
net.dries007.tfcnei.recipeHandlers.LoomRecipeHandler,terrafirmacraftplus:Loom:27,,terrafirmacraftplus,TRUE,,,,,,
net.dries007.tfcnei.recipeHandlers.LoomRecipeHandler,terrafirmacraftplus:Loom:28,,terrafirmacraftplus,TRUE,,,,,,
net.dries007.tfcnei.recipeHandlers.LoomRecipeHandler,terrafirmacraftplus:Loom:29,,terrafirmacraftplus,TRUE,,,,,,
net.dries007.tfcnei.recipeHandlers.LoomRecipeHandler,terrafirmacraftplus:Loom:30,,terrafirmacraftplus,TRUE,,,,,,
net.dries007.tfcnei.recipeHandlers.LoomRecipeHandler,terrafirmacraftplus:Loom:31,,terrafirmacraftplus,TRUE,,,,,,
net.dries007.tfcnei.recipeHandlers.LoomRecipeHandler,terrafirmacraftplus:Loom:32,,terrafirmacraftplus,TRUE,,,,,,
net.dries007.tfcnei.recipeHandlers.KnappingRecipeHandler,terrafirmacraftplus:item.LooseRock,,terrafirmacraftplus,TRUE,,,,,,
net.dries007.tfcnei.recipeHandlers.KnappingRecipeHandler,terrafirmacraftplus:item.LooseRock:1,,terrafirmacraftplus,TRUE,,,,,,
net.dries007.tfcnei.recipeHandlers.KnappingRecipeHandler,terrafirmacraftplus:item.LooseRock:2,,terrafirmacraftplus,TRUE,,,,,,
net.dries007.tfcnei.recipeHandlers.KnappingRecipeHandler,terrafirmacraftplus:item.LooseRock:3,,terrafirmacraftplus,TRUE,,,,,,
net.dries007.tfcnei.recipeHandlers.KnappingRecipeHandler,terrafirmacraftplus:item.LooseRock:4,,terrafirmacraftplus,TRUE,,,,,,
net.dries007.tfcnei.recipeHandlers.KnappingRecipeHandler,terrafirmacraftplus:item.LooseRock:5,,terrafirmacraftplus,TRUE,,,,,,
net.dries007.tfcnei.recipeHandlers.KnappingRecipeHandler,terrafirmacraftplus:item.LooseRock:6,,terrafirmacraftplus,TRUE,,,,,,
net.dries007.tfcnei.recipeHandlers.KnappingRecipeHandler,terrafirmacraftplus:item.LooseRock:7,,terrafirmacraftplus,TRUE,,,,,,
net.dries007.tfcnei.recipeHandlers.KnappingRecipeHandler,terrafirmacraftplus:item.LooseRock:9,,terrafirmacraftplus,TRUE,,,,,,
net.dries007.tfcnei.recipeHandlers.KnappingRecipeHandler,terrafirmacraftplus:item.LooseRock:10,,terrafirmacraftplus,TRUE,,,,,,
net.dries007.tfcnei.recipeHandlers.KnappingRecipeHandler,terrafirmacraftplus:item.LooseRock:11,,terrafirmacraftplus,TRUE,,,,,,
net.dries007.tfcnei.recipeHandlers.KnappingRecipeHandler,terrafirmacraftplus:item.LooseRock:12,,terrafirmacraftplus,TRUE,,,,,,
net.dries007.tfcnei.recipeHandlers.KnappingRecipeHandler,terrafirmacraftplus:item.LooseRock:13,,terrafirmacraftplus,TRUE,,,,,,
net.dries007.tfcnei.recipeHandlers.KnappingRecipeHandler,terrafirmacraftplus:item.LooseRock:14,,terrafirmacraftplus,TRUE,,,,,,
net.dries007.tfcnei.recipeHandlers.KnappingRecipeHandler,terrafirmacraftplus:item.LooseRock:15,,terrafirmacraftplus,TRUE,,,,,,
net.dries007.tfcnei.recipeHandlers.KnappingRecipeHandler,terrafirmacraftplus:item.LooseRock:16,,terrafirmacraftplus,TRUE,,,,,,
net.dries007.tfcnei.recipeHandlers.KnappingRecipeHandler,terrafirmacraftplus:item.LooseRock:17,,terrafirmacraftplus,TRUE,,,,,,
net.dries007.tfcnei.recipeHandlers.KnappingRecipeHandler,terrafirmacraftplus:item.LooseRock:18,,terrafirmacraftplus,TRUE,,,,,,
net.dries007.tfcnei.recipeHandlers.KnappingRecipeHandler,terrafirmacraftplus:item.LooseRock:19,,terrafirmacraftplus,TRUE,,,,,,
net.dries007.tfcnei.recipeHandlers.KnappingRecipeHandler,terrafirmacraftplus:item.LooseRock:20,,terrafirmacraftplus,TRUE,,,,,,
net.dries007.tfcnei.recipeHandlers.KnappingRecipeHandler,terrafirmacraftplus:item.Clay,,terrafirmacraftplus,TRUE,,,,,,
net.dries007.tfcnei.recipeHandlers.KnappingRecipeHandler,terrafirmacraftplus:item.Clay:1,,terrafirmacraftplus,TRUE,,,,,,
net.dries007.tfcnei.recipeHandlers.KnappingRecipeHandler,terrafirmacraftplus:item.Straw,,terrafirmacraftplus,TRUE,,,,,,
net.dries007.tfcnei.recipeHandlers.KnappingRecipeHandler,terrafirmacraftplus:item.CottonCloth,,terrafirmacraftplus,TRUE,,,,,,
net.dries007.tfcnei.recipeHandlers.KnappingRecipeHandler,terrafirmacraftplus:item.WoolCloth,,terrafirmacraftplus,TRUE,,,,,,
net.dries007.tfcnei.recipeHandlers.KnappingRecipeHandler,terrafirmacraftplus:item.LinenCloth,,terrafirmacraftplus,TRUE,,,,,,
net.dries007.tfcnei.recipeHandlers.KnappingRecipeHandler,terrafirmacraftplus:item.SilkCloth,,terrafirmacraftplus,TRUE,,,,,,
net.dries007.tfcnei.recipeHandlers.KnappingRecipeHandler,terrafirmacraftplus:item.BurlapCloth,,terrafirmacraftplus,TRUE,,,,,,
net.dries007.tfcnei.recipeHandlers.KnappingRecipeHandler,terrafirmacraftplus:item.TFC Leather,,terrafirmacraftplus,TRUE,,,,,,
net.dries007.tfcnei.recipeHandlers.KnappingRecipeHandler,terrafirmacraftplus:item.Hide,,terrafirmacraftplus,TRUE,,,,,,
net.dries007.tfcnei.recipeHandlers.KnappingRecipeHandler,terrafirmacraftplus:item.Hide:1,,terrafirmacraftplus,TRUE,,,,,,
net.dries007.tfcnei.recipeHandlers.KnappingRecipeHandler,terrafirmacraftplus:item.Hide:2,,terrafirmacraftplus,TRUE,,,,,,
net.dries007.tfcnei.recipeHandlers.KnappingRecipeHandler,terrafirmacraftplus:item.Wolf Fur,,terrafirmacraftplus,TRUE,,,,,,
net.dries007.tfcnei.recipeHandlers.KnappingRecipeHandler,terrafirmacraftplus:item.Wolf Fur:1,,terrafirmacraftplus,TRUE,,,,,,
net.dries007.tfcnei.recipeHandlers.KnappingRecipeHandler,terrafirmacraftplus:item.Wolf Fur:2,,terrafirmacraftplus,TRUE,,,,,,
net.dries007.tfcnei.recipeHandlers.KnappingRecipeHandler,terrafirmacraftplus:item.Fur,,terrafirmacraftplus,TRUE,,,,,,
net.dries007.tfcnei.recipeHandlers.KnappingRecipeHandler,terrafirmacraftplus:item.Fur:1,,terrafirmacraftplus,TRUE,,,,,,
net.dries007.tfcnei.recipeHandlers.KnappingRecipeHandler,terrafirmacraftplus:item.Fur:2,,terrafirmacraftplus,TRUE,,,,,,
net.dries007.tfcnei.recipeHandlers.KnappingRecipeHandler,terrafirmacraftplus:item.Bear Fur,,terrafirmacraftplus,TRUE,,,,,,
net.dries007.tfcnei.recipeHandlers.KnappingRecipeHandler,terrafirmacraftplus:item.Bear Fur:1,,terrafirmacraftplus,TRUE,,,,,,
net.dries007.tfcnei.recipeHandlers.KnappingRecipeHandler,terrafirmacraftplus:item.Bear Fur:2,,terrafirmacraftplus,TRUE,,,,,,
net.dries007.tfcnei.recipeHandlers.ClothingRecipeHandler,terrafirmacraftplus:item.Bone Needle Thread,,terrafirmacraftplus,TRUE,,,,,,
net.dries007.tfcnei.recipeHandlers.ClothingRecipeHandler,terrafirmacraftplus:item.Iron Needle Thread,,terrafirmacraftplus,TRUE,,,,,,
net.dries007.tfcnei.recipeHandlers.BarrelRecipeHandler,terrafirmacraftplus:Barrel,,terrafirmacraftplus,TRUE,,,,,,
net.dries007.tfcnei.recipeHandlers.BarrelRecipeHandler,terrafirmacraftplus:Barrel:1,,terrafirmacraftplus,TRUE,,,,,,
net.dries007.tfcnei.recipeHandlers.BarrelRecipeHandler,terrafirmacraftplus:Barrel:2,,terrafirmacraftplus,TRUE,,,,,,
net.dries007.tfcnei.recipeHandlers.BarrelRecipeHandler,terrafirmacraftplus:Barrel:3,,terrafirmacraftplus,TRUE,,,,,,
net.dries007.tfcnei.recipeHandlers.BarrelRecipeHandler,terrafirmacraftplus:Barrel:4,,terrafirmacraftplus,TRUE,,,,,,
net.dries007.tfcnei.recipeHandlers.BarrelRecipeHandler,terrafirmacraftplus:Barrel:5,,terrafirmacraftplus,TRUE,,,,,,
net.dries007.tfcnei.recipeHandlers.BarrelRecipeHandler,terrafirmacraftplus:Barrel:6,,terrafirmacraftplus,TRUE,,,,,,
net.dries007.tfcnei.recipeHandlers.BarrelRecipeHandler,terrafirmacraftplus:Barrel:7,,terrafirmacraftplus,TRUE,,,,,,
net.dries007.tfcnei.recipeHandlers.BarrelRecipeHandler,terrafirmacraftplus:Barrel:8,,terrafirmacraftplus,TRUE,,,,,,
net.dries007.tfcnei.recipeHandlers.BarrelRecipeHandler,terrafirmacraftplus:Barrel:9,,terrafirmacraftplus,TRUE,,,,,,
net.dries007.tfcnei.recipeHandlers.BarrelRecipeHandler,terrafirmacraftplus:Barrel:10,,terrafirmacraftplus,TRUE,,,,,,
net.dries007.tfcnei.recipeHandlers.BarrelRecipeHandler,terrafirmacraftplus:Barrel:11,,terrafirmacraftplus,TRUE,,,,,,
net.dries007.tfcnei.recipeHandlers.BarrelRecipeHandler,terrafirmacraftplus:Barrel:12,,terrafirmacraftplus,TRUE,,,,,,
net.dries007.tfcnei.recipeHandlers.BarrelRecipeHandler,terrafirmacraftplus:Barrel:13,,terrafirmacraftplus,TRUE,,,,,,
net.dries007.tfcnei.recipeHandlers.BarrelRecipeHandler,terrafirmacraftplus:Barrel:14,,terrafirmacraftplus,TRUE,,,,,,
net.dries007.tfcnei.recipeHandlers.BarrelRecipeHandler,terrafirmacraftplus:Barrel:15,,terrafirmacraftplus,TRUE,,,,,,
net.dries007.tfcnei.recipeHandlers.BarrelRecipeHandler,terrafirmacraftplus:Barrel:16,,terrafirmacraftplus,TRUE,,,,,,
net.dries007.tfcnei.recipeHandlers.BarrelRecipeHandler,terrafirmacraftplus:Barrel:17,,terrafirmacraftplus,TRUE,,,,,,
net.dries007.tfcnei.recipeHandlers.BarrelRecipeHandler,terrafirmacraftplus:Barrel:18,,terrafirmacraftplus,TRUE,,,,,,
net.dries007.tfcnei.recipeHandlers.BarrelRecipeHandler,terrafirmacraftplus:Barrel:19,,terrafirmacraftplus,TRUE,,,,,,
net.dries007.tfcnei.recipeHandlers.BarrelRecipeHandler,terrafirmacraftplus:Barrel:20,,terrafirmacraftplus,TRUE,,,,,,
net.dries007.tfcnei.recipeHandlers.BarrelRecipeHandler,terrafirmacraftplus:Barrel:21,,terrafirmacraftplus,TRUE,,,,,,
net.dries007.tfcnei.recipeHandlers.BarrelRecipeHandler,terrafirmacraftplus:Barrel:22,,terrafirmacraftplus,TRUE,,,,,,
net.dries007.tfcnei.recipeHandlers.BarrelRecipeHandler,terrafirmacraftplus:Barrel:23,,terrafirmacraftplus,TRUE,,,,,,
net.dries007.tfcnei.recipeHandlers.BarrelRecipeHandler,terrafirmacraftplus:Barrel:24,,terrafirmacraftplus,TRUE,,,,,,
net.dries007.tfcnei.recipeHandlers.BarrelRecipeHandler,terrafirmacraftplus:Barrel:25,,terrafirmacraftplus,TRUE,,,,,,
net.dries007.tfcnei.recipeHandlers.BarrelRecipeHandler,terrafirmacraftplus:Barrel:26,,terrafirmacraftplus,TRUE,,,,,,
net.dries007.tfcnei.recipeHandlers.BarrelRecipeHandler,terrafirmacraftplus:Barrel:27,,terrafirmacraftplus,TRUE,,,,,,
net.dries007.tfcnei.recipeHandlers.BarrelRecipeHandler,terrafirmacraftplus:Barrel:28,,terrafirmacraftplus,TRUE,,,,,,
net.dries007.tfcnei.recipeHandlers.BarrelRecipeHandler,terrafirmacraftplus:Barrel:29,,terrafirmacraftplus,TRUE,,,,,,
net.dries007.tfcnei.recipeHandlers.BarrelRecipeHandler,terrafirmacraftplus:Barrel:30,,terrafirmacraftplus,TRUE,,,,,,
net.dries007.tfcnei.recipeHandlers.BarrelRecipeHandler,terrafirmacraftplus:Barrel:31,,terrafirmacraftplus,TRUE,,,,,,
net.dries007.tfcnei.recipeHandlers.BarrelRecipeHandler,terrafirmacraftplus:Barrel:32,,terrafirmacraftplus,TRUE,,,,,,
net.dries007.tfcnei.recipeHandlers.BarrelRecipeHandler,terrafirmacraftplus:Vessel:1,,terrafirmacraftplus,TRUE,,,,,,
net.dries007.tfcnei.recipeHandlers.HeatRecipeHandler,terrafirmacraftplus:Firepit,,terrafirmacraftplus,TRUE,,,,,,
net.dries007.tfcnei.recipeHandlers.HeatRecipeHandler,terrafirmacraftplus:Grill,,terrafirmacraftplus,TRUE,,,,,,
net.dries007.tfcnei.recipeHandlers.HeatRecipeHandler,terrafirmacraftplus:Forge,,terrafirmacraftplus,TRUE,,,,,,
net.dries007.tfcnei.recipeHandlers.HeatRecipeHandler,terrafirmacraftplus:Crucible,,terrafirmacraftplus,TRUE,,,,,,
net.dries007.tfcnei.recipeHandlers.AlloyRecipeHandler,terrafirmacraftplus:Firepit,,terrafirmacraftplus,TRUE,,,,,,
net.dries007.tfcnei.recipeHandlers.AlloyRecipeHandler,terrafirmacraftplus:item.Small Vessel:1,,terrafirmacraftplus,TRUE,,,,,,
net.dries007.tfcnei.recipeHandlers.AlloyRecipeHandler,terrafirmacraftplus:Crucible,,terrafirmacraftplus,TRUE,,,,,,
net.dries007.tfcnei.recipeHandlers.AlloyRecipeHandler,terrafirmacraftplus:EarlyBloomery,,terrafirmacraftplus,TRUE,,,,,,
net.dries007.tfcnei.recipeHandlers.AlloyRecipeHandler,terrafirmacraftplus:Bloomery,,terrafirmacraftplus,TRUE,,,,,,TFC End
minechem.nei.DecomposerNEIRecipeHandler,minechem:tile.chemicalDecomposer,,minechem,TRUE,,,,,,
minechem.nei.SynthesisNEIRecipeHandler,minechem:tile.chemicalSynthesizer,,minechem,TRUE,,,,,,
exter.fodc.nei.ODCRecipeHandler,fodc:oreConverter,,fodc,TRUE,,,,,,
exter.fodc.nei.ODCRecipeHandler,fodc:oreConvTable,,fodc,TRUE,,,,,,
exter.fodc.nei.ODCRecipeHandler,fodc:oreAutoconverter,,fodc,TRUE,,,,,,
cofh.thermalexpansion.plugins.nei.handlers.RecipeHandlerCharger,ThermalExpansion:Machine:10,,ThermalExpansion,TRUE,,,,,,"this and below are not working well, ReSiever mod fixes it"
cofh.thermalexpansion.plugins.nei.handlers.RecipeHandlerCrucible,ThermalExpansion:Machine:4,,ThermalExpansion,TRUE,,,,,,
crafting,ThermalExpansion:Workbench:1,,ThermalExpansion,TRUE,,,,,,
crafting,ThermalExpansion:Workbench:2,,ThermalExpansion,TRUE,,,,,,
crafting,ThermalExpansion:Workbench:3,,ThermalExpansion,TRUE,,,,,,
crafting,ThermalExpansion:Workbench:4,,ThermalExpansion,TRUE,,,,,,
cofh.thermalexpansion.plugins.nei.handlers.RecipeHandlerFurnace,ThermalExpansion:Machine,,ThermalExpansion,TRUE,,,,,,
cofh.thermalexpansion.plugins.nei.handlers.RecipeHandlerInsolator,ThermalExpansion:Machine:11,,ThermalExpansion,TRUE,,,,,,
cofh.thermalexpansion.plugins.nei.handlers.RecipeHandlerPulverizer,ThermalExpansion:Machine:1,,ThermalExpansion,TRUE,,,,,,
cofh.thermalexpansion.plugins.nei.handlers.RecipeHandlerSawmill,ThermalExpansion:Machine:2,,ThermalExpansion,TRUE,,,,,,
cofh.thermalexpansion.plugins.nei.handlers.RecipeHandlerSmelter,ThermalExpansion:Machine:3,,ThermalExpansion,TRUE,,,,,,
cofh.thermalexpansion.plugins.nei.handlers.RecipeHandlerTransposer,ThermalExpansion:Machine:5,,ThermalExpansion,TRUE,,,,,,TE end
crafting,Mekanism:MachineBlock3:5,,Mekanism,TRUE,,,,,,
smelting,Mekanism:MachineBlock:10,,Mekanism,TRUE,,,,,,
smelting,Mekanism:MachineBlock:5,"{recipeType:0}",Mekanism,TRUE,,,,,,
smelting,Mekanism:MachineBlock:6,"{recipeType:0}",Mekanism,TRUE,,,,,,
smelting,Mekanism:MachineBlock:7,"{recipeType:0}",Mekanism,TRUE,,,,,,
mekanism.client.nei.ChemicalCrystallizerRecipeHandler,Mekanism:MachineBlock2:8,,Mekanism,TRUE,,,,,,
mekanism.client.nei.ChemicalDissolutionChamberRecipeHandler,Mekanism:MachineBlock2:6,,Mekanism,TRUE,,,,,,
mekanism.client.nei.ChemicalInfuserRecipeHandler,Mekanism:MachineBlock2:2,,Mekanism,TRUE,,,,,,
mekanism.client.nei.ChemicalInjectionChamberRecipeHandler,Mekanism:MachineBlock2:3,,Mekanism,TRUE,,,,,,
mekanism.client.nei.ChemicalInjectionChamberRecipeHandler,Mekanism:MachineBlock:5,"{recipeType:6}",Mekanism,TRUE,,,,,,
mekanism.client.nei.ChemicalInjectionChamberRecipeHandler,Mekanism:MachineBlock:6,"{recipeType:6}",Mekanism,TRUE,,,,,,
mekanism.client.nei.ChemicalInjectionChamberRecipeHandler,Mekanism:MachineBlock:7,"{recipeType:6}",Mekanism,TRUE,,,,,,
mekanism.client.nei.ChemicalOxidizerRecipeHandler,Mekanism:MachineBlock2:1,,Mekanism,TRUE,,,,,,
mekanism.client.nei.ChemicalWasherRecipeHandler,Mekanism:MachineBlock2:7,,Mekanism,TRUE,,,,,,
mekanism.client.nei.CombinerRecipeHandler,Mekanism:MachineBlock:2,,Mekanism,TRUE,,,,,,
mekanism.client.nei.CombinerRecipeHandler,Mekanism:MachineBlock:5,"{recipeType:4}",Mekanism,TRUE,,,,,,
mekanism.client.nei.CombinerRecipeHandler,Mekanism:MachineBlock:6,"{recipeType:4}",Mekanism,TRUE,,,,,,
mekanism.client.nei.CombinerRecipeHandler,Mekanism:MachineBlock:7,"{recipeType:4}",Mekanism,TRUE,,,,,,
mekanism.client.nei.CrusherRecipeHandler,Mekanism:MachineBlock:3,,Mekanism,TRUE,,,,,,
mekanism.client.nei.CrusherRecipeHandler,Mekanism:MachineBlock:5,"{recipeType:2}",Mekanism,TRUE,,,,,,
mekanism.client.nei.CrusherRecipeHandler,Mekanism:MachineBlock:6,"{recipeType:2}",Mekanism,TRUE,,,,,,
mekanism.client.nei.CrusherRecipeHandler,Mekanism:MachineBlock:7,"{recipeType:2}",Mekanism,TRUE,,,,,,
mekanism.client.nei.EnrichmentChamberRecipeHandler,Mekanism:MachineBlock:0,,Mekanism,TRUE,,,,,,
mekanism.client.nei.EnrichmentChamberRecipeHandler,Mekanism:MachineBlock:5,"{recipeType:1}",Mekanism,TRUE,,,,,,
mekanism.client.nei.EnrichmentChamberRecipeHandler,Mekanism:MachineBlock:6,"{recipeType:1}",Mekanism,TRUE,,,,,,
mekanism.client.nei.EnrichmentChamberRecipeHandler,Mekanism:MachineBlock:7,"{recipeType:1}",Mekanism,TRUE,,,,,,
mekanism.client.nei.MetallurgicInfuserRecipeHandler,Mekanism:MachineBlock:8,,Mekanism,TRUE,,,,,,
mekanism.client.nei.MetallurgicInfuserRecipeHandler,Mekanism:MachineBlock:5,"{recipeType:7}",Mekanism,TRUE,,,,,,
mekanism.client.nei.MetallurgicInfuserRecipeHandler,Mekanism:MachineBlock:6,"{recipeType:7}",Mekanism,TRUE,,,,,,
mekanism.client.nei.MetallurgicInfuserRecipeHandler,Mekanism:MachineBlock:7,"{recipeType:7}",Mekanism,TRUE,,,,,,
mekanism.client.nei.OsmiumCompressorRecipeHandler,Mekanism:MachineBlock:1,,Mekanism,TRUE,,,,,TRUE,
